ID;RUN;Nombre;Apellidos;Dirección;"Correo Electrónico";Teléfono;tipo;titular;rol;profesión;especialidad;firma;"institucion previsional de salud";
2213;256820-9;Diego;"Fuentes Espinoza";"Av. Libertador Bernardo O'Higgins 5007";diego.fuentes@dominiofake.net;973014961;titular;256820-9;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
2214;819837-3;Pedro;"Flores Torres";"Av. Matta 5653";pedro.flores@dominiofake.net;998872649;titular;819837-3;"Staff Médico";Tens;;"sin firma";"Fundación e imperio";
2215;995140-7;Miguel;"Rojas Contreras";"Av. Vicuña Mackenna 5438";miguel.rojas@mailficticio.cl;939127080;beneficiario;888454-4;Paciente;;;"sin firma";"Medibanc S.A.";
2216;948631-3;"José Carmen";"Pérez Rodríguez";"Av. Libertador Bernardo O'Higgins 1846";jose.perez@correoexample.com;996324696;beneficiario;690276-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2217;149509-7;Marta;Sepúlveda;"Av. Providencia 2988";marta.sepulveda@mailficticio.cl;907108127;titular;149509-7;Administrativo;;;"sin firma";"Cruz de Malta S.A.";
2218;611018-5;"Lucía Carmen";"Morales Araya";"Av. Vicuña Mackenna 5399";lucia.morales@dominiofake.net;927567215;beneficiario;327936-7;Paciente;;;"sin firma";"sinsalud S.A.";
2219;658760-7;"Laura María";Martínez;"Av. Grecia 4257";laura.martinez@correoexample.com;989434796;beneficiario;404563-7;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2220;715970-6;Diego;"Hernández Valenzuela";"Av. Matta 3389";diego.hernandez@mailficticio.cl;954758701;titular;715970-6;Paciente;;;"sin firma";FONASA;
2221;767815-0;Isabel;"Muñoz Muñoz";"Av. Matta 5988";isabel.munoz@mailficticio.cl;956623397;beneficiario;811545-1;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2222;368802-K;Andrés;"Flores Flores";"Av. Providencia 3744";andres.flores@prueba.org;956511473;beneficiario;297781-8;Paciente;;;"sin firma";"Vida uno S.A.";
2223;501613-4;Lucía;Flores;"Av. Tobalaba 818";lucia.flores@mailficticio.cl;997655311;beneficiario;504372-7;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2224;551232-8;Laura;"Hernández Araya";"Av. Providencia 6791";laura.hernandez@dominiofake.net;943703957;titular;551232-8;Paciente;;;"sin firma";"Fundación e imperio";
2225;282898-7;"Miguel María";"Flores Espinoza";"Av. Macul 348";miguel.flores@correoexample.com;988933147;titular;282898-7;"Staff Médico";Kinesiólogo/a;;"sin firma";FONASA;
2226;804551-8;"José Lucía";"Morales Morales";"Av. Macul 10329";jose.morales@prueba.org;904998030;titular;804551-8;Paciente;;;"sin firma";FONASA;
2227;995672-7;Antonio;Martínez;"Av. Pajaritos 2223";antonio.martinez@correoexample.com;963498930;beneficiario;962099-0;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2228;570493-6;Isabel;"Martínez Valenzuela";"Av. Manuel Montt 10133";isabel.martinez@dominiofake.net;941208638;beneficiario;264381-2;Paciente;;;"sin firma";"Salud Ltda.";
2229;386319-0;Andrés;"Rojas Rojas";"Av. Tobalaba 9315";andres.rojas@mailficticio.cl;982175844;beneficiario;264451-7;Paciente;;;"sin firma";FONASA;
2230;826884-3;"Lucía Andrés";Fuentes;"Av. Apoquindo 6358";lucia.fuentes@prueba.org;957788640;titular;826884-3;Paciente;;;"sin firma";"Salud Ltda.";
2231;703224-2;Luis;Sepúlveda;"Av. Manuel Montt 4060";luis.sepulveda@dominiofake.net;962444822;titular;703224-2;Paciente;;;"sin firma";FONASA;
2232;568605-9;Antonio;"Fuentes Espinoza";"Av. Manuel Montt 6016";antonio.fuentes@mailficticio.cl;907431820;beneficiario;429851-9;Paciente;;;"sin firma";FONASA;
2233;855357-2;Luis;Rojas;"Av. Manuel Montt 8219";luis.rojas@dominiofake.net;993104040;titular;855357-2;Paciente;;;"sin firma";FONASA;
2234;646037-2;Ana;Fuentes;"Av. Providencia 9799";ana.fuentes@dominiofake.net;910622408;titular;646037-2;Paciente;;;"sin firma";FONASA;
2235;930698-6;"Sofía Daniel";"Soto Araya";"Av. Irarrazabal 8966";sofia.soto@dominiofake.net;900939634;beneficiario;199898-6;Paciente;;;"sin firma";"Fundación e imperio";
2236;456273-9;Francisco;"Pérez Soto";"Av. Grecia 10878";francisco.perez@correoexample.com;916664227;beneficiario;607520-7;Paciente;;;"sin firma";"especial S.A.";
2237;599383-0;Ana;Araya;"Av. Libertador Bernardo O'Higgins 2569";ana.araya@correoexample.com;924839772;beneficiario;711726-4;Paciente;;;"sin firma";"Fundación e imperio";
2238;864117-K;"Paula Andrés";"Sepúlveda Silva";"Av. Recoleta 5648";paula.sepulveda@mailficticio.cl;991591124;beneficiario;327681-3;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2239;783029-7;"Sofía Andrés";"Morales López";"Av. Tobalaba 6798";sofia.morales@mailficticio.cl;984769446;titular;783029-7;Paciente;;;"sin firma";FONASA;
2240;908056-2;Javier;"Soto Contreras";"Av. Independencia 3218";javier.soto@dominiofake.net;942108500;titular;908056-2;Paciente;;;./firma/2240;"Vida uno S.A.";
2241;671811-6;Antonio;"Araya Pérez";"Av. Grecia 4143";antonio.araya@mailficticio.cl;997381969;beneficiario;948066-8;Paciente;;;"sin firma";"sinsalud S.A.";
2242;245172-7;"Pedro María";"Sepúlveda Hernández";"Av. Manuel Montt 2256";pedro.sepulveda@mailficticio.cl;923661618;beneficiario;296324-8;Paciente;;;"sin firma";"especial S.A.";
2243;670647-9;"Laura Laura";"Fuentes Contreras";"Av. Tobalaba 11046";laura.fuentes@mailficticio.cl;914733986;beneficiario;316947-2;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2244;588525-6;Antonio;"Fuentes González";"Av. Independencia 862";antonio.fuentes@correoexample.com;991877721;beneficiario;118119-K;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2245;537909-1;Pedro;Muñoz;"Av. Apoquindo 6125";pedro.munoz@mailficticio.cl;996582971;beneficiario;975668-K;Paciente;;;"sin firma";"Medibanc S.A.";
2246;891996-8;Pedro;"Flores Contreras";"Av. La Florida 8580";pedro.flores@prueba.org;935901350;beneficiario;740442-5;Paciente;;;"sin firma";"Medibanc S.A.";
2247;862548-4;"Marta Lucía";"Espinoza Muñoz";"Av. Grecia 9955";marta.espinoza@dominiofake.net;983135642;titular;862548-4;Paciente;;;"sin firma";FONASA;
2248;958447-1;"Antonio Paula";González;"Av. Matta 5291";antonio.gonzalez@prueba.org;984839388;titular;958447-1;"Staff Médico";Médico;"Oncología Médica";./firma/2248;"Menos vida S.A.";
2249;720146-K;Andrés;Díaz;"Av. Recoleta 10904";andres.diaz@mailficticio.cl;901962015;titular;720146-K;Administrativo;;;"sin firma";"Vida uno S.A.";
2250;884986-2;Paula;"Contreras González";"Av. Pajaritos 1689";paula.contreras@dominiofake.net;918071556;titular;884986-2;Paciente;;;"sin firma";"Salud Ltda.";
2251;198216-8;"Carmen Javier";Silva;"Av. Macul 2552";carmen.silva@mailficticio.cl;929783669;titular;198216-8;Administrativo;;;"sin firma";"Menos vida S.A.";
2252;822321-1;Daniel;"Díaz Soto";"Av. Macul 10918";daniel.diaz@dominiofake.net;997663717;beneficiario;604574-K;Paciente;;;"sin firma";"Menos vida S.A.";
2253;857090-6;Marta;"Rojas Fuentes";"Av. Tobalaba 5584";marta.rojas@prueba.org;957716051;titular;857090-6;"Staff Médico";Tens;;"sin firma";"Menos vida S.A.";
2254;335936-0;Ana;"Fuentes Muñoz";"Av. Vicuña Mackenna 7683";ana.fuentes@mailficticio.cl;964204337;titular;335936-0;Paciente;;;./firma/2254;"Colmena de avispas S.A.";
2255;682140-5;Marta;Pérez;"Av. Manuel Montt 1685";marta.perez@dominiofake.net;903042132;beneficiario;843577-4;Paciente;;;"sin firma";"Medibanc S.A.";
2256;466674-7;"Marta Sofía";"Araya González";"Av. Los Leones 8800";marta.araya@mailficticio.cl;981649340;beneficiario;591364-0;Paciente;;;"sin firma";"especial S.A.";
2257;749242-1;José;"López Contreras";"Av. Recoleta 2548";jose.lopez@prueba.org;953731771;beneficiario;375543-6;Paciente;;;"sin firma";"sinsalud S.A.";
2258;691791-7;Ana;"Soto Rojas";"Av. Grecia 9831";ana.soto@correoexample.com;929260053;titular;691791-7;Paciente;;;"sin firma";FONASA;
2259;294220-8;"Francisco María";Muñoz;"Av. Irarrazabal 833";francisco.munoz@dominiofake.net;937621204;titular;294220-8;Administrativo;;;"sin firma";"Menos vida S.A.";
2260;388073-7;"Francisco Francisco";González;"Av. Irarrazabal 10834";francisco.gonzalez@dominiofake.net;909624060;beneficiario;220629-3;Paciente;;;"sin firma";"Vida uno S.A.";
2261;439142-K;Andrés;"Morales Espinoza";"Av. Pajaritos 10978";andres.morales@mailficticio.cl;921672860;titular;439142-K;Administrativo;;;"sin firma";"sinsalud S.A.";
2262;513118-9;Isabel;"Rodríguez Pérez";"Av. Irarrazabal 9072";isabel.rodriguez@prueba.org;929256477;titular;513118-9;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2263;108317-1;Daniel;"Rojas Morales";"Av. Los Leones 3482";daniel.rojas@dominiofake.net;952160724;titular;108317-1;Paciente;;;"sin firma";"sinsalud S.A.";
2264;414648-4;María;"Martínez Araya";"Av. Matta 4491";maria.martinez@correoexample.com;916399764;titular;414648-4;Paciente;;;"sin firma";"Vida uno S.A.";
2265;502715-2;Pedro;"Contreras Martínez";"Av. Providencia 7092";pedro.contreras@prueba.org;941774657;beneficiario;109481-5;Paciente;;;"sin firma";"especial S.A.";
2266;866113-8;"Sofía Juan";Díaz;"Av. La Florida 5674";sofia.diaz@mailficticio.cl;965778437;beneficiario;300587-9;Paciente;;;"sin firma";"Medibanc S.A.";
2267;899515-K;"María Andrés";Fuentes;"Av. Providencia 4862";maria.fuentes@dominiofake.net;988564696;titular;899515-K;Paciente;;;"sin firma";"Menos vida S.A.";
2268;215914-7;Juan;"Díaz Morales";"Av. Tobalaba 11029";juan.diaz@correoexample.com;973033210;titular;215914-7;"Staff Médico";Enfermero/a;;"sin firma";"Fundación e imperio";
2269;351239-8;Andrés;"Hernández Araya";"Av. Macul 7096";andres.hernandez@mailficticio.cl;917266177;titular;351239-8;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2270;653146-6;Marta;"Rodríguez Muñoz";"Av. Manuel Montt 4334";marta.rodriguez@dominiofake.net;957037454;titular;653146-6;Paciente;;;./firma/2270;FONASA;
2271;111285-6;Lucía;"Araya Rodríguez";"Av. Manuel Montt 9885";lucia.araya@correoexample.com;948466093;beneficiario;219757-K;Paciente;;;"sin firma";"especial S.A.";
2272;409506-5;Ana;"Torres González";"Av. Apoquindo 10133";ana.torres@correoexample.com;938917467;titular;409506-5;"Staff Médico";Kinesiólogo/a;;"sin firma";"Salud Ltda.";
2273;571645-4;"Carmen Paula";Silva;"Av. Manuel Montt 1591";carmen.silva@dominiofake.net;938472636;titular;571645-4;"Staff Médico";Kinesiólogo/a;;"sin firma";"Menos vida S.A.";
2274;528653-0;José;Silva;"Av. Tobalaba 4208";jose.silva@dominiofake.net;976638839;beneficiario;961628-4;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2275;992624-0;Javier;"Torres Rojas";"Av. Matta 8908";javier.torres@mailficticio.cl;913636733;beneficiario;182549-6;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2276;834455-8;Francisco;"Hernández Morales";"Av. Manuel Montt 3778";francisco.hernandez@correoexample.com;915289252;titular;834455-8;Paciente;;;"sin firma";FONASA;
2277;125987-3;Antonio;Muñoz;"Av. Manuel Montt 471";antonio.munoz@mailficticio.cl;991132552;titular;125987-3;Paciente;;;"sin firma";"Menos vida S.A.";
2278;162891-7;Daniel;"Flores Fuentes";"Av. Independencia 10682";daniel.flores@prueba.org;929095113;titular;162891-7;"Staff Médico";Enfermero/a;;"sin firma";"Salud Ltda.";
2279;455226-1;José;"Torres Pérez";"Av. Grecia 5077";jose.torres@mailficticio.cl;940563486;titular;455226-1;Paciente;;;"sin firma";FONASA;
2280;838518-1;Miguel;"Soto Torres";"Av. Grecia 10121";miguel.soto@correoexample.com;967324698;beneficiario;262556-3;Paciente;;;"sin firma";"Menos vida S.A.";
2281;349821-2;Miguel;"Rojas Silva";"Av. Vicuña Mackenna 3319";miguel.rojas@mailficticio.cl;985385755;beneficiario;478513-4;Paciente;;;"sin firma";"Vida uno S.A.";
2282;269071-3;Sofía;"Rodríguez Torres";"Av. Matta 5829";sofia.rodriguez@mailficticio.cl;900998130;beneficiario;552316-8;Paciente;;;"sin firma";"especial S.A.";
2283;188919-2;"Paula Marta";Espinoza;"Av. Manuel Montt 10123";paula.espinoza@mailficticio.cl;957615364;titular;188919-2;"Staff Médico";Tens;;"sin firma";"Vida uno S.A.";
2284;577783-6;Andrés;"Espinoza Espinoza";"Av. Vicuña Mackenna 6318";andres.espinoza@correoexample.com;980604676;titular;577783-6;Paciente;;;"sin firma";FONASA;
2285;341900-2;"Daniel Pedro";"Contreras Sepúlveda";"Av. Recoleta 2459";daniel.contreras@dominiofake.net;934660302;titular;341900-2;Paciente;;;"sin firma";FONASA;
2286;745308-6;"Paula Diego";"Rojas López";"Av. Providencia 1926";paula.rojas@prueba.org;929332868;titular;745308-6;Administrativo;;;"sin firma";"sinsalud S.A.";
2287;670349-6;"Miguel Lucía";"Araya Martínez";"Av. Irarrazabal 913";miguel.araya@correoexample.com;965762634;beneficiario;385916-9;Paciente;;;"sin firma";"Medibanc S.A.";
2288;461098-9;Lucía;González;"Av. Grecia 2792";lucia.gonzalez@prueba.org;906565964;titular;461098-9;"Staff Médico";Kinesiólogo/a;;"sin firma";"Salud Ltda.";
2289;847822-8;Carmen;Espinoza;"Av. Vicuña Mackenna 1537";carmen.espinoza@dominiofake.net;966155651;beneficiario;559186-4;Paciente;;;"sin firma";"Menos vida S.A.";
2290;123077-8;Luis;"Silva Morales";"Av. Grecia 11970";luis.silva@correoexample.com;964497117;beneficiario;433627-5;Paciente;;;"sin firma";"especial S.A.";
2291;770653-7;Marta;"Fuentes Araya";"Av. Apoquindo 1657";marta.fuentes@prueba.org;925404798;titular;770653-7;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2292;812499-K;Francisco;"Rojas Díaz";"Av. Vicuña Mackenna 8147";francisco.rojas@correoexample.com;914513716;beneficiario;701552-6;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2293;103366-2;María;"Muñoz Díaz";"Av. Recoleta 2127";maria.munoz@mailficticio.cl;906405944;beneficiario;418156-5;Paciente;;;"sin firma";FONASA;
2294;235751-8;"Marta María";Rojas;"Av. Grecia 3497";marta.rojas@correoexample.com;944175735;titular;235751-8;Paciente;;;"sin firma";"Salud Ltda.";
2295;564448-8;"Andrés Javier";"Martínez Silva";"Av. La Florida 8799";andres.martinez@dominiofake.net;922118381;beneficiario;382360-1;Paciente;;;"sin firma";FONASA;
2296;923241-9;Miguel;"Hernández Rojas";"Av. Libertador Bernardo O'Higgins 1916";miguel.hernandez@correoexample.com;909433601;titular;923241-9;Paciente;;;"sin firma";"Menos vida S.A.";
2297;289835-7;Sofía;Rodríguez;"Av. Irarrazabal 3637";sofia.rodriguez@dominiofake.net;938633846;titular;289835-7;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2298;160433-3;Miguel;Muñoz;"Av. Recoleta 504";miguel.munoz@dominiofake.net;900276270;beneficiario;453376-3;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2299;300681-6;"Ana Pedro";González;"Av. Vicuña Mackenna 2756";ana.gonzalez@mailficticio.cl;932658161;beneficiario;837889-4;Paciente;;;"sin firma";"especial S.A.";
2300;627652-0;Sofía;López;"Av. Independencia 11756";sofia.lopez@dominiofake.net;952097600;beneficiario;983986-0;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2301;172728-1;Pedro;Fuentes;"Av. Matta 9151";pedro.fuentes@dominiofake.net;994795926;beneficiario;506750-2;Paciente;;;"sin firma";"especial S.A.";
2302;447886-K;Lucía;"Torres Pérez";"Av. Independencia 83";lucia.torres@dominiofake.net;999519362;beneficiario;417684-7;Paciente;;;"sin firma";"Medibanc S.A.";
2303;873680-4;Carmen;"Rodríguez Martínez";"Av. Manuel Montt 3602";carmen.rodriguez@correoexample.com;920088837;titular;873680-4;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2304;173347-8;Luis;"Silva Soto";"Av. Irarrazabal 10282";luis.silva@prueba.org;992774018;beneficiario;693992-9;Paciente;;;"sin firma";FONASA;
2305;376588-1;"Diego Isabel";"González Contreras";"Av. Irarrazabal 4335";diego.gonzalez@correoexample.com;915295261;beneficiario;826884-3;Paciente;;;"sin firma";"Salud Ltda.";
2306;992933-9;Marta;"Hernández González";"Av. Irarrazabal 10767";marta.hernandez@prueba.org;905039325;titular;992933-9;Paciente;;;"sin firma";"Medibanc S.A.";
2307;404339-1;Carmen;Díaz;"Av. Grecia 2672";carmen.diaz@mailficticio.cl;934014093;beneficiario;383424-7;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2308;940311-6;Laura;"Soto Rojas";"Av. La Florida 2720";laura.soto@mailficticio.cl;998065195;beneficiario;490072-3;Paciente;;;"sin firma";FONASA;
2309;624801-2;"Ana Francisco";Hernández;"Av. Los Leones 3078";ana.hernandez@mailficticio.cl;953967425;titular;624801-2;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
2310;396285-7;Javier;"Hernández Morales";"Av. Macul 3836";javier.hernandez@prueba.org;973265273;beneficiario;742261-K;Paciente;;;"sin firma";"Menos vida S.A.";
2311;421352-1;"Sofía Javier";"Martínez Pérez";"Av. Grecia 1990";sofia.martinez@dominiofake.net;903021616;titular;421352-1;Paciente;;;"sin firma";"especial S.A.";
2312;485740-2;Javier;"Hernández López";"Av. Apoquindo 5608";javier.hernandez@correoexample.com;905217007;titular;485740-2;Paciente;;;"sin firma";FONASA;
2313;900825-K;Antonio;"Pérez Silva";"Av. Los Leones 5844";antonio.perez@mailficticio.cl;906909189;beneficiario;226249-5;Paciente;;;"sin firma";"Salud Ltda.";
2314;195139-4;José;Soto;"Av. Vicuña Mackenna 7283";jose.soto@mailficticio.cl;971280632;beneficiario;287773-2;Paciente;;;"sin firma";"Medibanc S.A.";
2315;354356-0;José;"López González";"Av. Recoleta 4280";jose.lopez@dominiofake.net;946322939;titular;354356-0;Paciente;;;"sin firma";"Medibanc S.A.";
2316;949333-6;Marta;Pérez;"Av. La Florida 11018";marta.perez@prueba.org;916447146;beneficiario;380936-6;Paciente;;;"sin firma";"Salud Ltda.";
2317;880982-8;"José Isabel";Fuentes;"Av. Tobalaba 2983";jose.fuentes@prueba.org;928073508;beneficiario;405885-2;Paciente;;;"sin firma";"Vida uno S.A.";
2318;151570-5;"Marta Pedro";Flores;"Av. Vicuña Mackenna 7928";marta.flores@prueba.org;962658535;beneficiario;927171-6;Paciente;;;"sin firma";"sinsalud S.A.";
2319;926921-5;Pedro;"Pérez Pérez";"Av. Pajaritos 1172";pedro.perez@dominiofake.net;974709655;titular;926921-5;Paciente;;;"sin firma";FONASA;
2320;644304-4;"Antonio Ana";"Pérez Díaz";"Av. Independencia 8114";antonio.perez@correoexample.com;920621324;titular;644304-4;Paciente;;;"sin firma";"Medibanc S.A.";
2321;468584-9;Paula;"Soto Rojas";"Av. Macul 2188";paula.soto@dominiofake.net;949948302;beneficiario;823161-3;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2322;404563-7;"Javier Sofía";Pérez;"Av. Tobalaba 4148";javier.perez@correoexample.com;919321328;titular;404563-7;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2323;774546-K;"Daniel Ana";Soto;"Av. Manuel Montt 4976";daniel.soto@correoexample.com;913348144;titular;774546-K;"Staff Médico";Kinesiólogo/a;;"sin firma";"Medibanc S.A.";
2324;821790-4;José;Fuentes;"Av. Libertador Bernardo O'Higgins 7716";jose.fuentes@correoexample.com;907889046;titular;821790-4;Paciente;;;"sin firma";"Salud Ltda.";
2325;219717-0;Sofía;Rodríguez;"Av. Independencia 7630";sofia.rodriguez@mailficticio.cl;916393921;titular;219717-0;Paciente;;;"sin firma";"Menos vida S.A.";
2326;920233-1;María;"Martínez Martínez";"Av. Manuel Montt 39";maria.martinez@mailficticio.cl;902000254;beneficiario;739604-K;Paciente;;;"sin firma";"Vida uno S.A.";
2327;124839-1;José;Martínez;"Av. Libertador Bernardo O'Higgins 3835";jose.martinez@dominiofake.net;980916853;beneficiario;275434-7;Paciente;;;"sin firma";"Vida uno S.A.";
2328;746006-6;Laura;Rodríguez;"Av. Grecia 9931";laura.rodriguez@mailficticio.cl;989327469;beneficiario;539858-4;Paciente;;;"sin firma";"especial S.A.";
2329;723508-9;Laura;Contreras;"Av. La Florida 10285";laura.contreras@correoexample.com;958759691;beneficiario;516425-7;Paciente;;;"sin firma";"Menos vida S.A.";
2330;263863-0;Andrés;"Soto Morales";"Av. Grecia 4031";andres.soto@dominiofake.net;905176313;beneficiario;616210-K;Paciente;;;"sin firma";"sinsalud S.A.";
2331;209522-K;Javier;"Sepúlveda Soto";"Av. Macul 7021";javier.sepulveda@mailficticio.cl;912612298;beneficiario;899004-2;Paciente;;;"sin firma";FONASA;
2332;621580-7;"Laura Daniel";"González Torres";"Av. Vicuña Mackenna 11827";laura.gonzalez@prueba.org;914060385;beneficiario;918979-3;Paciente;;;"sin firma";"Menos vida S.A.";
2333;826174-1;"Carmen Ana";"Soto Torres";"Av. Manuel Montt 10812";carmen.soto@mailficticio.cl;998824665;titular;826174-1;"Staff Médico";Enfermero/a;;"sin firma";"Vida uno S.A.";
2334;263898-3;Javier;"Morales Pérez";"Av. La Florida 6870";javier.morales@mailficticio.cl;905710910;titular;263898-3;Administrativo;;;"sin firma";"Fundación e imperio";
2335;962147-4;"Juan Pedro";"López Rodríguez";"Av. Apoquindo 8423";juan.lopez@correoexample.com;920927184;beneficiario;452747-K;Paciente;;;"sin firma";"especial S.A.";
2336;868560-6;Marta;"Silva Valenzuela";"Av. Tobalaba 8654";marta.silva@correoexample.com;943996071;titular;868560-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2337;996775-3;Andrés;Díaz;"Av. Recoleta 5091";andres.diaz@prueba.org;987656070;titular;996775-3;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2338;345196-8;Juan;"Soto Fuentes";"Av. Matta 10779";juan.soto@prueba.org;905855023;titular;345196-8;"Staff Médico";Tens;;"sin firma";"Fundación e imperio";
2339;355489-9;"Marta Francisco";"Contreras Contreras";"Av. Manuel Montt 3297";marta.contreras@mailficticio.cl;932488201;titular;355489-9;"Staff Médico";Kinesiólogo/a;;"sin firma";"especial S.A.";
2340;145990-2;Juan;Morales;"Av. Libertador Bernardo O'Higgins 3404";juan.morales@correoexample.com;950478243;beneficiario;199280-5;Paciente;;;"sin firma";"sinsalud S.A.";
2341;336199-3;José;"Sepúlveda Soto";"Av. Apoquindo 159";jose.sepulveda@correoexample.com;913179747;beneficiario;139801-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2342;344930-0;"José Daniel";"Rojas Valenzuela";"Av. La Florida 5446";jose.rojas@dominiofake.net;920527012;beneficiario;589565-0;Paciente;;;"sin firma";"Vida uno S.A.";
2343;703265-K;María;"Sepúlveda Martínez";"Av. Tobalaba 4057";maria.sepulveda@prueba.org;902632549;titular;703265-K;Paciente;;;"sin firma";FONASA;
2344;466721-2;"Luis Juan";"Díaz Torres";"Av. Tobalaba 7011";luis.diaz@dominiofake.net;969462505;titular;466721-2;Paciente;;;"sin firma";"Menos vida S.A.";
2345;805697-8;"Sofía Miguel";"Hernández Hernández";"Av. Tobalaba 2921";sofia.hernandez@mailficticio.cl;914945886;beneficiario;698026-0;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2346;934025-4;Isabel;"Rojas Martínez";"Av. Providencia 5711";isabel.rojas@prueba.org;909623578;beneficiario;571645-4;Paciente;;;"sin firma";"Menos vida S.A.";
2347;299644-8;Pedro;"Silva Araya";"Av. La Florida 511";pedro.silva@mailficticio.cl;942978491;beneficiario;505151-7;Paciente;;;"sin firma";FONASA;
2348;594482-1;Javier;Martínez;"Av. La Florida 11191";javier.martinez@prueba.org;905036664;beneficiario;302486-5;Paciente;;;"sin firma";"especial S.A.";
2349;188258-9;"Pedro Daniel";Flores;"Av. Grecia 5840";pedro.flores@correoexample.com;988640599;beneficiario;394685-1;Paciente;;;"sin firma";"Salud Ltda.";
2350;644495-4;"Sofía Marta";"Morales Morales";"Av. Independencia 2694";sofia.morales@prueba.org;967891608;beneficiario;239994-6;Paciente;;;"sin firma";"sinsalud S.A.";
2351;807449-6;"Andrés Marta";"González Valenzuela";"Av. Vicuña Mackenna 9953";andres.gonzalez@mailficticio.cl;916744054;beneficiario;855121-9;Paciente;;;"sin firma";"Fundación e imperio";
2352;466773-5;"Diego Lucía";"Araya Hernández";"Av. Los Leones 2545";diego.araya@mailficticio.cl;912639794;beneficiario;829488-7;Paciente;;;"sin firma";"Menos vida S.A.";
2353;788489-3;Laura;"Martínez Morales";"Av. Matta 2136";laura.martinez@prueba.org;920350554;titular;788489-3;Paciente;;;"sin firma";"Menos vida S.A.";
2354;801869-3;Pedro;"Sepúlveda Silva";"Av. Macul 8060";pedro.sepulveda@dominiofake.net;984412594;beneficiario;216936-3;Paciente;;;"sin firma";"Fundación e imperio";
2355;467780-3;"Sofía Daniel";"Araya Fuentes";"Av. Pajaritos 1881";sofia.araya@prueba.org;956060935;titular;467780-3;"Staff Médico";Kinesiólogo/a;;"sin firma";"sinsalud S.A.";
2356;974939-K;Daniel;Espinoza;"Av. Los Leones 9586";daniel.espinoza@mailficticio.cl;903632129;beneficiario;774546-K;Paciente;;;"sin firma";"Medibanc S.A.";
2357;251487-7;Lucía;"Hernández Flores";"Av. Manuel Montt 1950";lucia.hernandez@mailficticio.cl;922577529;beneficiario;513118-9;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2358;191445-6;Francisco;"Sepúlveda Contreras";"Av. Providencia 8048";francisco.sepulveda@dominiofake.net;974257492;titular;191445-6;Paciente;;;"sin firma";FONASA;
2359;120354-1;Ana;"Sepúlveda González";"Av. Tobalaba 8190";ana.sepulveda@dominiofake.net;925109052;titular;120354-1;Paciente;;;./firma/2359;"Medibanc S.A.";
2360;941286-7;Isabel;Hernández;"Av. La Florida 4679";isabel.hernandez@prueba.org;934174724;titular;941286-7;Paciente;;;"sin firma";FONASA;
2361;333448-1;Paula;"Muñoz González";"Av. Libertador Bernardo O'Higgins 11295";paula.munoz@dominiofake.net;976925019;titular;333448-1;Paciente;;;"sin firma";"Menos vida S.A.";
2362;459487-8;Laura;Muñoz;"Av. Vicuña Mackenna 9204";laura.munoz@correoexample.com;989604607;titular;459487-8;Administrativo;;;"sin firma";"Salud Ltda.";
2363;858035-9;"Antonio Carmen";Díaz;"Av. Tobalaba 2642";antonio.diaz@correoexample.com;965984609;beneficiario;635452-1;Paciente;;;"sin firma";FONASA;
2364;904046-3;José;"Pérez López";"Av. Providencia 5089";jose.perez@mailficticio.cl;935181525;beneficiario;852806-3;Paciente;;;"sin firma";"Salud Ltda.";
2365;775307-1;Lucía;González;"Av. Grecia 10486";lucia.gonzalez@dominiofake.net;946880663;beneficiario;574812-7;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2366;149087-7;Lucía;"González Muñoz";"Av. Irarrazabal 7163";lucia.gonzalez@correoexample.com;961739268;titular;149087-7;"Staff Médico";Tens;;"sin firma";"Vida uno S.A.";
2367;249023-4;Antonio;"Contreras Fuentes";"Av. Manuel Montt 622";antonio.contreras@prueba.org;941755186;beneficiario;826174-1;Paciente;;;"sin firma";"Vida uno S.A.";
